"","State","Brewery_id","Beer_ID","Style","Ounces","City","IBU","ABV","Beer_Name","Brewery_Name"
"1117"," MD",256,1983,"American Black Ale",12,"Baltimore",29,5,"Brontide","Stillwater Artisanal Ales"
"1118"," MD",69,2512,"Rye Beer",16,"Mt. Airy",18,5.8,"Honey Rye","Red Shedman Farm Brewery and Hop..."
"1119"," MD",263,1945,"Belgian Pale Ale",12,"Baltimore",29,5,"Birdhouse Pale Ale","The Brewer's Art"
"1120"," MD",263,94,"Dubbel",12,"Baltimore",29,7,"Resurrection","The Brewer's Art"
"1121"," MD",522,607,"American Pale Lager",12,"Frederick",28,4.7,"Underdog Atlantic Lager","Flying Dog Brewery"
"1122"," MD",256,1344,"Saison / Farmhouse Ale",12,"Baltimore",29,4.5,"Classique","Stillwater Artisanal Ales"
"1123"," MD",69,2515,"American IPA",16,"Mt. Airy",45,5.5,"Pump House IPA","Red Shedman Farm Brewery and Hop..."
"1124"," MD",115,2408,"American IPA",12,"Laurel",29,6.9,"Welcome to Scoville","Jailbreak Brewing Company"
"1125"," MD",480,989,"Märzen / Oktoberfest",12,"Halethorpe",30,6,"AARGHtoberfest!","Heavy Seas Beer"
"1126"," MD",72,829,"American Pale Ale (APA)",12,"Baltimore",29,5.5,"Duckpin Pale Ale","Union Craft Brewing"
"1127"," MD",69,2516,"American Blonde Ale",16,"Mt. Airy",17,5.1,"Farmer's Daughter Blonde","Red Shedman Farm Brewery and Hop..."
"1128"," MD",256,1631,"American Black Ale",12,"Baltimore",29,5,"Brontide","Stillwater Artisanal Ales"
"1129"," MD",72,2506,"Gose",12,"Baltimore",10,4.2,"Old Pro","Union Craft Brewing"
"1130"," ME",293,533,"American Amber / Red Ale",12,"Lewiston",35,5.5,"Amber Road","Baxter Brewing Company"
"1131"," ME",293,707,"American Pale Wheat Ale",12,"Lewiston",61,4.7,"Celsius Summer Ale (2012)","Baxter Brewing Company"
"1132"," ME",324,1763,"English Pale Ale",12,"Portland",61,4.5,"Geary's Pale Ale","D.L. Geary Brewing Company"
"1133"," ME",318,1716,"Russian Imperial Stout",16,"Belfast",61,9.9,"Sexy Chaos","Marshall Wharf Brewing Company"
"1134"," ME",386,814,"Pumpkin Ale",12,"Portland",61,4.7,"Pumpkinhead Ale","Shipyard Brewing Company"
"1135"," ME",318,1717,"American Pale Ale (APA)",16,"Belfast",61,5,"Tug Pale Ale","Marshall Wharf Brewing Company"
"1136"," ME",324,1311,"Kölsch",12,"Portland",61,6,"Geary's Summer Ale","D.L. Geary Brewing Company"
"1137"," ME",386,1539,"American IPA",12,"Portland",65,6.9,"Monkey Fist IPA","Shipyard Brewing Company"
"1138"," ME",318,1516,"American Pale Ale (APA)",16,"Belfast",61,6.3,"Ace Hole American Pale Ale","Marshall Wharf Brewing Company"
"1139"," ME",503,815,"Fruit / Vegetable Beer",12,"Portland",61,4.7,"Sea Dog Wild Blueberry Wheat Ale","Sea Dog Brewing Company"
"1140"," ME",293,910,"Rye Beer",12,"Lewiston",61,6.6,"Hayride Autumn Ale","Baxter Brewing Company"
"1141"," ME",386,727,"American Blonde Ale",12,"Portland",61,5.1,"Shipyard Export","Shipyard Brewing Company"
"1142"," ME",318,1783,"American IPA",16,"Belfast",61,7.2,"Toughcats IPA","Marshall Wharf Brewing Company"
"1143"," ME",293,954,"Foreign / Export Stout",12,"Lewiston",61,6.8,"Phantom Punch Winter Stout","Baxter Brewing Company"
"1144"," ME",386,975,"American Pale Wheat Ale",12,"Portland",61,5.1,"Shipyard Summer Ale","Shipyard Brewing Company"
"1145"," ME",293,1778,"Hefeweizen",16,"Lewiston",42,7,"On the Count of 3 (2015)","Baxter Brewing Company"
"1146"," ME",293,182,"American IPA",12,"Lewiston",69,6.9,"Stowaway IPA","Baxter Brewing Company"
"1147"," ME",318,725,"American Double / Imperial IPA",16,"Belfast",61,9.7,"Cant Dog Imperial Pale Ale","Marshall Wharf Brewing Company"
"1148"," ME",107,2426,"American IPA",12,"Pineland",70,6.7,"Clean Shave IPA","Glabrous Brewing Company"
"1149"," ME",43,1807,"American Pale Ale (APA)",16,"Portland",61,4.3,"Maine Island Trail Ale","Rising Tide Brewing Company"
"1150"," ME",293,1855,"California Common / Steam Beer",12,"Lewiston",61,5.3,"Tarnation California-Style Lager","Baxter Brewing Company"
"1151"," ME",293,1209,"American Pale Wheat Ale",12,"Lewiston",61,4.7,"Summer Swelter","Baxter Brewing Company"
"1152"," ME",43,2580,"Gose",16,"Portland",61,3.5,"Gose","Rising Tide Brewing Company"
"1153"," ME",293,183,"American Pale Ale (APA)",12,"Lewiston",28,4.9,"Pamola Xtra Pale Ale","Baxter Brewing Company"
"1154"," ME",267,1930,"American Pale Wheat Ale",12,"Portland",61,5,"Summer Session Ale","Peak Organic Brewing Company"
"1155"," ME",267,1931,"American Pilsner",12,"Portland",61,4.6,"Fresh Cut Pilsner","Peak Organic Brewing Company"
"1156"," ME",493,922,"American Blonde Ale",12,"Portland",61,4.5,"Sunsplash Golden Ale (2004)","Stone Coast Brewing Company"
"1157"," MI",11,2006,"American Stout",16,"Grand Rapids",35,6.4,"Moe Lasses'","Brewery Vivant"
"1158"," MI",11,2086,"Belgian IPA",16,"Grand Rapids",35,5.3,"W.I.P.A Snappa","Brewery Vivant"
"1159"," MI",11,1997,"Fruit / Vegetable Beer",16,"Grand Rapids",35,7,"Pumpkin Tart","Brewery Vivant"
"1160"," MI",11,2023,"Rye Beer",16,"Grand Rapids",35,6.3,"Pepper in the Rye","Brewery Vivant"
"1161"," MI",13,2634,"American IPA",12,"Marquette",47,4.8,"Nordskye ","Blackrocks Brewery"
"1162"," MI",11,1977,"Belgian Dark Ale",16,"Grand Rapids",35,6.7,"Undertaker","Brewery Vivant"
"1163"," MI",11,2092,"Belgian IPA",16,"Grand Rapids",35,6.2,"BRIPA","Brewery Vivant"
"1164"," MI",73,2503,"American Double / Imperial IPA",16,"Detroit",115,7.5,"Hop A-Peel","Atwater Brewery"
"1165"," MI",441,273,"American Pale Ale (APA)",16,"Royal Oak",35,6.2,"AXL Pale Ale","MillKing It Productions"
"1166"," MI",85,60,"American Brown Ale",12,"Houghton",35,6.2,"Widow Maker Black Ale","Keweenaw Brewing Company"
"1167"," MI",11,384,"Belgian IPA",16,"Grand Rapids",35,6.5,"Triomphe","Brewery Vivant"
"1168"," MI",125,2143,"Winter Warmer",16,"Birmingham",35,6.5,"3 Scrooges","Griffin Claw Brewing Company"
"1169"," MI",85,59,"American Brown Ale",12,"Houghton",35,6.2,"Lift Bridge Brown Ale","Keweenaw Brewing Company"
"1170"," MI",85,364,"Scottish Ale",12,"Houghton",35,6.2,"Olde Ore Dock Scottish Ale","Keweenaw Brewing Company"
"1171"," MI",11,669,"Belgian IPA",16,"Grand Rapids",35,9.7,"Trebuchet Double IPA (2012)","Brewery Vivant"
"1172"," MI",125,2140,"American Amber / Red Ale",16,"Birmingham",25,6.5,"El Rojo","Griffin Claw Brewing Company"
"1173"," MI",230,899,"American Amber / Red Ale",16,"Rochester",35,5.9,"Rochester Red Ale","Rochester Mills Brewing Company"
"1174"," MI",11,2101,"Rauchbier",16,"Grand Rapids",35,5.1,"Smoky Wheat","Brewery Vivant"
"1175"," MI",11,2137,"Quadrupel (Quad)",16,"Grand Rapids",35,9.9,"Wizard Burial Ground","Brewery Vivant"
"1176"," MI",230,1280,"American Adjunct Lager",16,"Rochester",35,5.5,"Lazy Daze Lager","Rochester Mills Brewing Company"
"1177"," MI",11,2241,"Oatmeal Stout",16,"Grand Rapids",35,6.3,"Viking Ice Hole","Brewery Vivant"
"1178"," MI",11,2091,"Belgian Dark Ale",16,"Grand Rapids",35,6.2,"Mela","Brewery Vivant"
"1179"," MI",85,2472,"Witbier",12,"Houghton",35,6.2,"U. P. Witbier","Keweenaw Brewing Company"
"1180"," MI",85,779,"American Pale Ale (APA)",12,"Houghton",35,6.2,"November Gale Pale Ale","Keweenaw Brewing Company"
"1181"," MI",122,2380,"American IPA",16,"Cheboygan",58,5.7,"IPA #11","Cheboygan Brewing Company"
"1182"," MI",122,2379,"Fruit / Vegetable Beer",16,"Cheboygan",10,5.7,"Blood Orange Honey","Cheboygan Brewing Company"
"1183"," MI",11,627,"Belgian Strong Dark Ale",16,"Grand Rapids",35,8.5,"Kludde","Brewery Vivant"
"1184"," MI",11,1785,"American Wild Ale",16,"Grand Rapids",35,7.3,"Le Flaneur Ale","Brewery Vivant"
"1185"," MI",11,387,"Saison / Farmhouse Ale",16,"Grand Rapids",35,5.5,"Farm Hand","Brewery Vivant"
"1186"," MI",11,385,"Belgian Pale Ale",16,"Grand Rapids",35,6,"Solitude","Brewery Vivant"
"1187"," MI",73,2502,"American Porter",16,"Detroit",12,5.5,"Vanilla Java Porter","Atwater Brewery"
"1188"," MI",11,2240,"American Porter",16,"Grand Rapids",35,5.6,"Rye Porter","Brewery Vivant"
"1189"," MI",73,527,"Munich Helles Lager",12,"Detroit",12,5,"Atwater's Lager","Atwater Brewery"
"1190"," MI",254,1556,"American IPA",12,"Frankenmuth",69,6.9,"Batch 69 IPA","Frankenmuth Brewery"
"1191"," MI",12,1402,"American IPA",16,"Petoskey",74,6.7,"Mind's Eye PA","Petoskey Brewing"
"1192"," MI",441,365,"Irish Red Ale",16,"Royal Oak",35,4.8,"BRIK Irish Red Ale","MillKing It Productions"
"1193"," MI",13,2153,"Foreign / Export Stout",12,"Marquette",30,6,"North Third Stout","Blackrocks Brewery"
"1194"," MI",11,2418,"Dubbel",16,"Grand Rapids",35,6.5,"Dubbelicious","Brewery Vivant"
"1195"," MI",397,1498,"American IPA",16,"Hudsonville",35,6,"Super G IPA","White Flame Brewing Company"
"1196"," MI",11,2499,"Witbier",16,"Grand Rapids",35,6.5,"Beach Patrol","Brewery Vivant"
"1197"," MI",11,2498,"Belgian IPA",16,"Grand Rapids",35,5,"Nuit Serpent","Brewery Vivant"
"1198"," MI",11,671,"Saison / Farmhouse Ale",16,"Grand Rapids",35,9,"Zaison (2012)","Brewery Vivant"
"1199"," MI",230,2074,"Czech Pilsener",16,"Rochester",35,5.3,"Pine Knob Pilsner","Rochester Mills Brewing Company"
"1200"," MI",399,1477,"American Blonde Ale",16,"Douglas",11,5,"Oval Beach Blonde Ale","Saugatuck Brewing Company"
"1201"," MI",12,2635,"American Pale Lager",16,"Petoskey",12,4.1,"Sparkle","Petoskey Brewing"
"1202"," MI",73,528,"American IPA",12,"Detroit",62,5,"Grand Circus IPA","Atwater Brewery"
"1203"," MI",12,1404,"American Amber / Red Ale",16,"Petoskey",25,5.9,"North 45 Amber Ale","Petoskey Brewing"
"1204"," MI",125,2375,"American Pale Wheat Ale",16,"Birmingham",6,4.5,"Mr. Blue Sky","Griffin Claw Brewing Company"
"1205"," MI",403,1468,"American Pale Lager",12,"Ann Arbor",15,4.7,"Wolverine Premium Lager","Wolverine State Brewing Company"
"1206"," MI",125,2141,"Czech Pilsener",16,"Birmingham",35,5,"Grand Trunk Bohemian Pils","Griffin Claw Brewing Company"
"1207"," MI",10,2638,"American Pale Ale (APA)",16,"Grand Rapids",35,5.2,"G. B. Russo’s Italian Pistachio Pale Ale","The Mitten Brewing Company"
"1208"," MI",9,2469,"American IPA",16,"Holland",35,6.2,"Ryecoe","Big Lake Brewing"
"1209"," MI",255,1984,"Cider",16,"Somerset Center",35,6.9,"Cherry Bomb","Meckley's Cidery"
"1210"," MI",255,1986,"Cider",16,"Somerset Center",35,6.9,"Bushwhacker Cider","Meckley's Cidery"
"1211"," MI",11,1947,"Belgian IPA",16,"Grand Rapids",35,9.3,"Tree Bucket","Brewery Vivant"
"1212"," MI",11,670,"Tripel",16,"Grand Rapids",35,9.2,"Vivant Tripel (2012)","Brewery Vivant"
"1213"," MI",230,1724,"American Porter",16,"Rochester",35,6.2,"Cal and Co. Black Cherry Porter","Rochester Mills Brewing Company"
"1214"," MI",11,2466,"Rye Beer",16,"Grand Rapids",35,6.6,"Root Stock","Brewery Vivant"
"1215"," MI",12,1403,"Dubbel",16,"Petoskey",20,6.9,"Horny Monk","Petoskey Brewing"
"1216"," MI",8,2447,"Witbier",16,"Bridgman",35,5.7,"Mr. Orange","Tapistry Brewing"
"1217"," MI",73,534,"American Blonde Ale",12,"Detroit",8,4.5,"Dirty Blonde Ale","Atwater Brewery"
"1218"," MI",125,2142,"Pumpkin Ale",16,"Birmingham",25,5,"Screamin’ Pumpkin","Griffin Claw Brewing Company"
"1219"," MI",11,677,"American Amber / Red Ale",16,"Grand Rapids",35,6.2,"Big Red Coq (2012)","Brewery Vivant"
"1220"," MI",11,860,"Russian Imperial Stout",16,"Grand Rapids",35,9.9,"Vivant Belgian Style Imperial Stout (2012)","Brewery Vivant"
"1221"," MI",11,873,"Bière de Garde",16,"Grand Rapids",35,6.5,"Contemplation (2012)","Brewery Vivant"
"1222"," MI",11,1044,"American Amber / Red Ale",16,"Grand Rapids",35,6,"Big Red Coq","Brewery Vivant"
"1223"," MI",77,1955,"American Brown Ale",16,"Kalamazoo",35,5.8,"Best Brown","Bell's Brewery"
"1224"," MI",11,2637,"Saison / Farmhouse Ale",16,"Grand Rapids",35,6.7,"Belfort","Brewery Vivant"
"1225"," MI",11,1651,"Fruit / Vegetable Beer",16,"Grand Rapids",35,5.6,"Maize & Blueberry","Brewery Vivant"
"1226"," MI",122,2354,"Altbier",16,"Cheboygan",35,5.2,"Lighthouse Amber","Cheboygan Brewing Company"
"1227"," MI",85,58,"American Blonde Ale",12,"Houghton",35,6.2,"Pick Axe Blonde Ale","Keweenaw Brewing Company"
"1228"," MI",441,1273,"Witbier",16,"Royal Oak",35,4.8,"SNO White Ale","MillKing It Productions"
"1229"," MI",187,2242,"Cider",16,"Paw Paw",35,5.2,"Gunga Din","St. Julian Winery"
"1230"," MI",86,2468,"American Amber / Red Ale",16,"Traverse City",35,5.3,"Manitou Amber","Brewery Terra Firma"
"1231"," MI",261,1952,"American Amber / Red Ale",16,"Mount Pleasant",35,8.2,"Train Wreck","Mountain Town Brewing Company "
"1232"," MI",11,2416,"Belgian Dark Ale",16,"Grand Rapids",35,6.2,"Psychopomp","Brewery Vivant"
"1233"," MI",542,413,"American Pale Ale (APA)",12,"Battle Creek",55,6,"Sky High Rye","Arcadia Brewing Company"
"1234"," MI",339,877,"Cider",16,"St. John's",35,6.5,"Draught Hard Apple Cider","Uncle John's Fruit House Winery"
"1235"," MI",230,97,"American Adjunct Lager",12,"Rochester",35,5.5,"Lazy Daze Lager","Rochester Mills Brewing Company"
"1236"," MI",8,2640,"American Porter",16,"Bridgman",35,6.5,"Peck's Porter","Tapistry Brewing"
"1237"," MI",11,1974,"Belgian Pale Ale",16,"Grand Rapids",35,5,"Coq D'Or","Brewery Vivant"
"1238"," MI",11,2481,"Saison / Farmhouse Ale",16,"Grand Rapids",35,9,"Paris","Brewery Vivant"
"1239"," MI",163,2307,"Cream Ale",16,"Traverse City",35,3.8,"Smooth Operator","Right Brain Brewery"
"1240"," MI",11,2467,"Saison / Farmhouse Ale",16,"Grand Rapids",35,5.9,"Acidulated Trip","Brewery Vivant"
"1241"," MI",186,1376,"Cider",16,"Spring Lake",35,6.8,"Hard Apple","Vander Mill Ciders"
"1242"," MI",60,2547,"Hefeweizen",12,"Portage",35,4.5,"Beach Cruiser","Latitude 42 Brewing Company"
"1243"," MI",73,2495,"Fruit / Vegetable Beer",16,"Detroit",35,5.2,"Michelada","Atwater Brewery"
"1244"," MI",9,2639,"American Stout",16,"Holland",54,8,"Dark Star","Big Lake Brewing"
"1245"," MI",542,390,"American Pale Wheat Ale",12,"Battle Creek",17,6.2,"Whitsun","Arcadia Brewing Company"
"1246"," MI",254,1208,"Munich Helles Lager",12,"Frankenmuth",18,5.5,"Twisted Helles Summer Lager","Frankenmuth Brewery"
"1247"," MI",11,2433,"Belgian Strong Pale Ale",16,"Grand Rapids",35,8.2,"Sous Chef","Brewery Vivant"
"1248"," MI",11,2500,"Saison / Farmhouse Ale",16,"Grand Rapids",35,6.5,"Tropical Saison","Brewery Vivant"
"1249"," MI",11,1033,"Quadrupel (Quad)",16,"Grand Rapids",35,9.9,"Hubris Quadrupel Anniversary Ale","Brewery Vivant"
"1250"," MI",11,2504,"Doppelbock",16,"Grand Rapids",35,6.5,"Cherry Doppelbock","Brewery Vivant"
"1251"," MI",11,1949,"American Stout",16,"Grand Rapids",35,6.3,"Pothole Stout","Brewery Vivant"
"1252"," MI",11,1959,"Belgian Dark Ale",16,"Grand Rapids",35,6.5,"Agent a Deux","Brewery Vivant"
"1253"," MI",13,1496,"American Brown Ale",12,"Marquette",35,6.8,"Coconut Brown Ale","Blackrocks Brewery"
"1254"," MI",125,2007,"American IPA",12,"Birmingham",55,4,"Norm's Gateway IPA","Griffin Claw Brewing Company"
"1255"," MI",11,2476,"Belgian IPA",16,"Grand Rapids",35,5.5,"The Grand Army","Brewery Vivant"
"1256"," MI",85,57,"American Amber / Red Ale",12,"Houghton",35,6.2,"Red Jacket Amber Ale","Keweenaw Brewing Company"
"1257"," MI",11,2290,"Witbier",16,"Grand Rapids",35,6.1,"Ski Patrol","Brewery Vivant"
"1258"," MI",254,1998,"American Amber / Red Ale",12,"Frankenmuth",35,5.6,"Old Detroit","Frankenmuth Brewery"
"1259"," MI",11,2382,"Belgian Dark Ale",16,"Grand Rapids",35,6.2,"Fat Paczki","Brewery Vivant"
"1260"," MI",11,1976,"Belgian Dark Ale",16,"Grand Rapids",35,6.7,"Undertaker (2014)","Brewery Vivant"
"1261"," MI",60,2491,"English Brown Ale",12,"Portage",35,5.5,"10 Degrees of Separation","Latitude 42 Brewing Company"
"1262"," MI",230,158,"American IPA",16,"Rochester",35,7,"Cornerstone IPA","Rochester Mills Brewing Company"
"1263"," MI",14,2632,"American Blonde Ale",12,"Comstock Park",15,4.8,"Gold","Perrin Brewing Company"
"1264"," MI",255,1985,"Cider",16,"Somerset Center",35,6.9,"Weim-R-Iner","Meckley's Cidery"
"1265"," MI",186,2245,"Cider",16,"Spring Lake",35,6.8,"Nunica Pine","Vander Mill Ciders"
"1266"," MI",186,1378,"Cider",16,"Spring Lake",35,6.8,"Totally Roasted","Vander Mill Ciders"
"1267"," MI",439,1276,"American Pale Ale (APA)",16,"Traverse City",35,4.7,"Will Power Pale Ale","The Right Brain Brewery"
"1268"," MI",13,1953,"American Pale Wheat Ale",12,"Marquette",35,5.2,"Honey Lav","Blackrocks Brewery"
"1269"," MI",125,2138,"American Pale Ale (APA)",16,"Birmingham",35,5,"Grind Line","Griffin Claw Brewing Company"
"1270"," MI",14,2631,"American Black Ale",12,"Comstock Park",35,5.8,"Black","Perrin Brewing Company"
"1271"," MI",11,2381,"Belgian Pale Ale",16,"Grand Rapids",35,6.2,"Earth-Like Planets","Brewery Vivant"
"1272"," MI",8,2448,"American IPA",16,"Bridgman",35,7,"Reactor","Tapistry Brewing"
"1273"," MI",11,2541,"Belgian IPA",16,"Grand Rapids",35,6.5,"Barrel Aged Triomphe","Brewery Vivant"
"1274"," MI",339,1703,"Cider",16,"St. John's",35,6.5,"Uncle John's Apricot Apple Cider","Uncle John's Fruit House Winery"
"1275"," MI",11,1031,"American Double / Imperial Stout",16,"Grand Rapids",35,9.5,"Plow Horse Belgian Style Imperial Stout","Brewery Vivant"
"1276"," MI",11,1178,"Tripel",16,"Grand Rapids",35,8.2,"Vivant Tripel","Brewery Vivant"
"1277"," MI",14,2630,"American IPA",12,"Comstock Park",65,6.5,"98 Problems (Cuz A Hop Ain't One)","Perrin Brewing Company"
"1278"," MI",11,1958,"Witbier",16,"Grand Rapids",35,4.5,"Belgian Wit","Brewery Vivant"
"1279"," MI",186,1377,"Cider",16,"Spring Lake",35,6.8,"Blue Gold","Vander Mill Ciders"
"1280"," MI",186,2244,"Cider",16,"Spring Lake",35,6.9,"Ginger Peach","Vander Mill Ciders"
"1281"," MI",77,2494,"American Pale Wheat Ale",12,"Kalamazoo",35,5.8,"Oberon","Bell's Brewery"
"1282"," MI",16,1223,"American IPA",12,"Grand Rapids",42,4.7,"All Day IPA","Founders Brewing Company"
"1283"," MI",11,2465,"Dunkelweizen",16,"Grand Rapids",35,4.1,"Mind Games","Brewery Vivant"
"1284"," MI",230,363,"Milk / Sweet Stout",16,"Rochester",35,5,"Milkshake Stout","Rochester Mills Brewing Company"
"1285"," MI",11,909,"American Wild Ale",16,"Grand Rapids",35,9.2,"Escoffier Bretta Ale","Brewery Vivant"
"1286"," MI",125,1570,"Tripel",16,"Birmingham",35,9,"Lemon Shandy Tripel","Griffin Claw Brewing Company"
"1287"," MI",11,2542,"Bière de Garde",16,"Grand Rapids",35,7.7,"Verdun","Brewery Vivant"
"1288"," MI",14,2633,"American Brown Ale",12,"Comstock Park",10,5.5,"Hotbox Brown","Perrin Brewing Company"
"1289"," MI",11,2597,"American IPA",16,"Grand Rapids",35,6,"Linnaeus Mango IPA","Brewery Vivant"
"1290"," MI",11,1136,"Belgian Dark Ale",16,"Grand Rapids",35,9.8,"Tart Side of the Moon","Brewery Vivant"
"1291"," MI",11,1973,"Bière de Garde",16,"Grand Rapids",35,6,"North French","Brewery Vivant"
"1292"," MI",77,1988,"American IPA",16,"Kalamazoo",35,7,"Two Hearted","Bell's Brewery"
"1293"," MI",11,2636,"Belgian Pale Ale",16,"Grand Rapids",35,6,"Star Runner","Brewery Vivant"
"1294"," MI",439,1277,"American Stout",16,"Traverse City",35,5.9,"CEO Stout","The Right Brain Brewery"
"1295"," MI",11,1443,"American Double / Imperial IPA",16,"Grand Rapids",35,9.3,"Trebuchet Double IPA","Brewery Vivant"
"1296"," MI",13,1480,"Cream Ale",12,"Marquette",35,5.5,"Grand Rabbits","Blackrocks Brewery"
"1297"," MI",13,1481,"American IPA",12,"Marquette",51,7,"51K IPA","Blackrocks Brewery"
"1298"," MI",339,1704,"Cider",16,"St. John's",35,6.5,"Uncle John's Apple Cherry Cider","Uncle John's Fruit House Winery"
"1299"," MI",11,2548,"Rauchbier",16,"Grand Rapids",35,7,"Beasts A'Burnin'","Brewery Vivant"
"1300"," MI",60,2493,"American IPA",12,"Portage",35,6.8,"I.P. Eh!","Latitude 42 Brewing Company"
"1301"," MI",11,1267,"American Black Ale",16,"Grand Rapids",35,5,"Black Rabbit","Brewery Vivant"
"1302"," MI",439,1278,"American Amber / Red Ale",12,"Traverse City",35,5.8,"Northern Hawk Owl Amber","The Right Brain Brewery"
"1303"," MI",40,2587,"American Porter",16,"Kalamazoo",11,7,"Vanilla Porter","Gonzo's BiggDogg Brewing"
"1304"," MI",60,2492,"American Amber / Red Ale",12,"Portage",35,5,"Schoolhouse Honey","Latitude 42 Brewing Company"
"1305"," MI",125,2139,"American IPA",16,"Birmingham",35,7.5,"Norm's Raggedy Ass IPA","Griffin Claw Brewing Company"
"1306"," MI",11,2598,"American Double / Imperial Stout",16,"Grand Rapids",35,9.8,"Tart Side of the Barrel","Brewery Vivant"
"1307"," MI",14,2629,"American Pale Ale (APA)",12,"Comstock Park",40,5,"Veteran’s Pale Ale (VPA)","Perrin Brewing Company"
"1308"," MI",15,2626,"American Brown Ale",12,"South Lyon",35,4.5,"Edward’s Portly Brown","Witch's Hat Brewing Company"
"1309"," MI",138,2353,"Cider",16,"Ada",35,6.9,"Sietsema Red Label","Sietsema Orchards and Cider Mill"
"1310"," MI",77,2022,"Witbier",16,"Kalamazoo",35,5,"Winter White","Bell's Brewery"
"1311"," MI",16,2625,"Scotch Ale / Wee Heavy",12,"Grand Rapids",50,8.5,"Dirty Bastard","Founders Brewing Company"
"1312"," MI",77,1989,"American Pale Wheat Ale",16,"Kalamazoo",35,5.8,"Oberon","Bell's Brewery"
"1313"," MI",11,1266,"Saison / Farmhouse Ale",16,"Grand Rapids",35,9,"Zaison","Brewery Vivant"
"1314"," MI",15,2627,"American IPA",12,"South Lyon",72,5.8,"Train Hopper","Witch's Hat Brewing Company"
"1315"," MI",14,2628,"American IPA",12,"Comstock Park",35,5,"Grapefruit IPA","Perrin Brewing Company"
"1316"," MI",16,1565,"American IPA",12,"Grand Rapids",65,7.2,"Centennial IPA","Founders Brewing Company"
"1317"," MI",77,2325,"Rye Beer",16,"Kalamazoo",35,6,"Smitten","Bell's Brewery"
"1318"," MI",11,1352,"Bière de Garde",16,"Grand Rapids",35,6.5,"Contemplation","Brewery Vivant"
"1319"," MN",1,2692,"American IPA",16,"Minneapolis",50,4.5,"Get Together","NorthGate Brewing "
"1320"," MN",1,2691,"Milk / Sweet Stout",16,"Minneapolis",26,4.9,"Maggie's Leap","NorthGate Brewing "
"1321"," MN",1,2690,"English Brown Ale",16,"Minneapolis",19,4.8,"Wall's End","NorthGate Brewing "
"1322"," MN",1,2689,"Pumpkin Ale",16,"Minneapolis",38,6,"Pumpion","NorthGate Brewing "
"1323"," MN",1,2688,"American Porter",16,"Minneapolis",25,6,"Stronghold","NorthGate Brewing "
"1324"," MN",1,2687,"Extra Special / Strong Bitter (ESB)",16,"Minneapolis",47,5.6,"Parapet ESB","NorthGate Brewing "
"1325"," MN",278,1115,"American Pale Wheat Ale",12,"Minneapolis",27,4.6,"Shenanigans Summer Ale","Indeed Brewing Company"
"1326"," MN",278,729,"American Black Ale",12,"Minneapolis",80,6.5,"Midnight Ryder","Indeed Brewing Company"
"1327"," MN",278,728,"American Pale Ale (APA)",12,"Minneapolis",45,5.4,"Day Tripper Pale Ale","Indeed Brewing Company"
"1328"," MN",62,19,"English Bitter",16,"Brooklyn Center",37,4,"Bitter Brewer","Surly Brewing Company"
"1329"," MN",76,2496,"American Black Ale",12,"Duluth",44.5,6,"Cold Press","Bent Paddle Brewing Company"
"1330"," MN",76,2410,"American IPA",12,"Duluth",87,7.2,"Harness the Winter","Bent Paddle Brewing Company"
"1331"," MN",475,1027,"Shandy",16,"Minnetonka",44.5,5,"Big Island Shandy","Tonka Beer Company"
"1332"," MN",475,1026,"American IPA",16,"Minnetonka",44.5,6.8,"Preservation IPA","Tonka Beer Company"
"1333"," MN",76,1261,"American Black Ale",12,"Duluth",34,6,"Bent Paddle Black Ale","Bent Paddle Brewing Company"
"1334"," MN",76,1253,"German Pilsener",12,"Duluth",38,5,"Venture Pils","Bent Paddle Brewing Company"
"1335"," MN",54,2558,"English India Pale Ale (IPA)",12,"Roseville",44,4.4,"Moar","Bent Brewstillery"
"1336"," MN",62,2543,"American IPA",16,"Brooklyn Center",44.5,7.2,"Todd the Axe Man","Surly Brewing Company"
"1337"," MN",62,2409,"Extra Special / Strong Bitter (ESB)",16,"Brooklyn Center",44.5,5.7,"Doomtree","Surly Brewing Company"
"1338"," MN",62,1739,"American Black Ale",16,"Brooklyn Center",85,9.9,"BLAKKR","Surly Brewing Company"
"1339"," MN",62,1112,"American IPA",16,"Brooklyn Center",69,7.3,"Overrated! West Coast Style IPA","Surly Brewing Company"
"1340"," MN",62,329,"American IPA",16,"Brooklyn Center",90,7.5,"WET","Surly Brewing Company"
"1341"," MN",445,985,"American IPA",16,"Vadnais Heights",50,6.6,"Bark Bite IPA","Big Wood Brewery"
"1342"," MN",62,18,"Rye Beer",16,"Brooklyn Center",34,5.5,"SurlyFest","Surly Brewing Company"
"1343"," MN",62,17,"American Brown Ale",16,"Brooklyn Center",45,5.1,"Coffee Bender","Surly Brewing Company"
"1344"," MN",62,16,"American Brown Ale",16,"Brooklyn Center",45,5.1,"Bender","Surly Brewing Company"
"1345"," MN",62,15,"American Double / Imperial IPA",16,"Brooklyn Center",120,9.7,"Abrasive Ale","Surly Brewing Company"
"1346"," MN",62,14,"Keller Bier / Zwickel Bier",16,"Brooklyn Center",20,5.1,"Hell","Surly Brewing Company"
"1347"," MN",245,2036,"German Pilsener",16,"Stillwater",30,5.2,"Getaway","Lift Bridge Brewing Company"
